Fechado / Dating,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
Fecha (mes) / Date (month),Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index
2005.05,10.2285,10.3528,10.2777,10.2723,10.3072,10.3168,10.3577,10.4086,10.3536,10.3383,10.2786,10.2522,10.2937,10.04,9.9403,9.9757,10.0867,9.9551,10.1019,10.0491,10.0293,9.931,9.8998,9.9315,9.9883,10.0030,9.9956,9.9262,9.8201,9.7377,9.64626871,9.65668975,9.71345998,9.8995,9.8976,9.9345,10.3842,10.3579354,10.2906468,10.3293497,10.2751506,10.2949099,10.2590609,10.2701844,10.1685764,10.1792221,10.1686149,10.1165298,10.1206178,10.1331977,10.1308017,9.16830296,10.0366576,9.17236686,9.30517996,9.27307657,9.2639165,8.789407,8.7539898,7.66559874,7.69964963,5.60904362,5.4199468,5.33963819,5.34275019,5.38744423,5.38975743,5.33248998,5.33327843,5.30338996,5.31433487,5.45861375,5.47818643,5.41927195,5.36902527,5.30865038,5.27989966,5.28070536,5.25641821,5.25428729,5.25139758,5.22116585,5.21848227,5.22532196,5.23210035,5.23210035,5.22040225,5.20265516,5.19987565,5.21242306,5.21899681,5.22316764,5.221601,5.185419717,5.21686314,5.17481217,5.17519363,5.17968147,5.20804469,5.20250071
2005.06,10.9524,10.9308,10.9174,10.959,10.9088,10.7956,10.8858,10.8569,10.8363,10.8066,10.8081,10.7702,10.8009,10.5105,10.5083,10.4096,10.474,10.4074,10.412,10.3741,10.3469,10.3895,10.3167,10.331,10.3316,10.3674,10.325,10.2354,10.1912,10.0357,10.0195343,10.0213199,9.99947714,10.1487,10.139,10.16,10.8316,10.8180775,10.7496913,10.8137263,10.7554852,10.7756382,10.7526954,10.8070808,10.9474037,10.9619607,10.9494191,10.9041038,10.8991767,10.901067,10.8791392,9.75346233,10.7384546,9.61502444,9.78176593,9.7393593,9.7591884,9.16825367,9.1195889,7.84191007,7.63472417,5.55778248,5.4296564,5.18581985,5.29316749,5.26662233,5.2748899,5.11054258,5.12609649,5.13457117,5.10528929,5.2017229,5.27000852,5.13195751,5.13258754,5.12218523,5.02030444,5.0164089,5.20226991,5.0777444,5.09798914,5.21385525,5.18698792,5.2391611,5.12633168,5.12633168,5.09546217,4.96986552,5.0021687,5.10561008,5.0861535,5.08707231,5.07570873,5.086295592,5.09101096,4.71988674,4.72180387,4.72769767,5.02777459,4.73517068
2005.07,11.9817,11.8526,11.8658,11.944,11.8328,11.6457,11.7823,11.6992,11.7053,11.6572,11.6964,11.6463,11.6652,11.5742,11.6624,11.4386,11.7462,11.4417,11.3656,11.3369,11.2974,11.4532,11.3419,11.3249,11.2929,11.3502,11.2786,11.1725,11.1508,10.918,10.9543731,10.9531034,10.8821596,10.799,10.7836,10.799,10.6470,10.5999418,10.4894334,10.5553105,10.5109207,10.5625519,10.5445851,10.5750203,11.4614306,11.554193,11.532457,11.4926209,11.4624303,11.4376908,11.3758188,9.64609006,11.1792945,9.478219,9.66409588,9.61288306,9.64875905,8.98045227,8.93132239,7.55831571,7.62904348,5.29227754,4.97316955,4.68272872,4.76464751,4.74960548,4.74828773,4.60255604,4.60490989,4.60330793,4.58215823,4.6135968,4.60827468,4.41693226,4.39834822,4.29579487,4.19939265,4.20882973,4.4023093,4.2402451,4.26903516,4.39896299,4.37092703,4.37878565,4.28838862,4.28838862,4.27001027,4.16905067,4.19885714,4.29578711,4.26756534,4.26760266,4.25991256,4.260868466,4.26237127,4.03054163,4.0318432,4.0340624,4.22446873,4.03805565
2005.08,12.1159,11.9092,11.865,11.9826,11.8384,11.6009,11.7652,11.6606,11.6849,11.6181,11.6803,11.6258,11.6436,11.7987,11.9527,11.6631,11.9668,11.6967,11.5577,11.5057,11.4546,11.6685,11.5164,11.4861,11.4124,11.4813,11.3861,11.2831,11.2962,11.0271,11.1122769,11.1090302,10.9957417,10.6121,10.5889,10.6046,10.2548,10.1789189,10.0389152,10.1075403,10.0676567,10.1468174,10.1263241,10.1224082,11.7265948,11.7761445,11.7487436,11.7065932,11.6714842,11.6374059,11.5594354,9.53211338,11.3460569,9.26067134,9.46794287,9.41406833,9.42159855,8.86664715,8.82821069,7.32384494,7.5426625,5.38062868,4.76686672,4.47598158,4.49536769,4.47108763,4.45228794,4.33640863,4.3243479,4.36644887,4.36287084,4.40467368,4.37047727,4.24155881,4.19968643,4.07579721,4.00296669,4.02267574,4.14012075,4.06223176,4.07666518,4.14541628,4.12935448,4.10371686,4.06752722,4.06752722,4.06019633,4.01021085,4.02523459,4.08869676,4.06388821,4.06301926,4.06693221,4.066834767,4.05435507,3.97233963,3.97234678,3.97159952,4.04752278,3.97337488
2005.09,11.8448,11.7608,11.7174,11.7979,11.7091,11.5409,11.6751,11.6227,11.6293,11.5639,11.5895,11.5399,11.5793,11.5427,11.612,11.4295,11.4331,11.455,11.4147,11.3755,11.3335,11.4502,11.3405,11.3405,11.3135,11.3741,11.307,11.2088,11.1789,10.9643,10.9915233,10.9968513,10.9290422,10.4775,10.4692,10.5,10.3004,10.2260242,10.0828931,10.1821059,10.140124,10.2218648,10.1923125,10.3196726,11.4938569,11.4698211,11.447816,11.3948926,11.3847298,11.3581438,11.3059625,9.81820147,11.1228515,9.21287872,9.42896344,9.37646289,9.35148815,8.9660598,8.93994493,7.32050727,7.60337935,5.57641959,5.02434953,4.68384407,4.78798986,4.78178014,4.75965835,4.56972887,4.56089129,4.56425593,4.59843683,4.63361466,4.56672011,4.49440834,4.43979516,4.34338963,4.31719533,4.33795119,4.30391754,4.31974723,4.32782439,4.29388298,4.28076015,4.25604923,4.28714468,4.28714468,4.28933046,4.33086017,4.3313207,4.30289974,4.30018817,4.30337159,4.30352215,4.281803135,4.28559359,4.36842623,4.36918785,4.36917031,4.30435966,4.3691906
2005.1,10.8791,10.7142,10.6277,10.7266,10.6072,10.3881,10.5474,10.4663,10.5046,10.4432,10.4941,10.4398,10.4653,10.4373,10.5301,10.3339,10.9794,10.371,10.275,10.2418,10.1891,10.3564,10.235,10.2268,10.1439,10.2066,10.1276,10.0418,10.0519,9.8484,9.89836957,9.90072113,9.79238296,9.4313,9.4228,9.4436,8.9232,8.83448461,8.67882015,8.77689992,8.7477276,8.83922765,8.81043979,8.89423829,10.5927997,10.5497585,10.5181331,10.4675054,10.4509995,10.4045157,10.3244713,8.57806184,10.1099747,8.01247778,8.19590476,8.15634507,8.11918071,7.74539501,7.74526779,6.3057746,6.49619312,5.14362299,4.69878659,4.52750009,4.55511031,4.5099399,4.48307276,4.38763317,4.3962488,4.39954655,4.42938761,4.4536537,4.40288087,4.35536877,4.31109195,4.24494528,4.2308314,4.24393437,4.21709264,4.2030547,4.21809708,4.20809811,4.19766064,4.18937202,4.22254982,4.22254982,4.22551939,4.25909685,4.26020451,4.23145046,4.22621207,4.23204164,4.22928545,4.217980173,4.2118659,4.30827761,4.30897677,4.30914881,4.23737599,4.31323761
2005.11,10.6165,10.4458,10.3274,10.4389,10.3173,10.0967,10.2484,10.1874,10.2217,10.1565,10.2021,10.1459,10.1866,10.1458,10.2266,10.0626,10.7034,10.0988,10.0089,9.9584,9.9021,10.0893,9.9575,9.9437,9.8769,9.9407,9.8641,9.7913,9.7799,9.5987,9.64077828,9.64683213,9.53838783,8.8713,8.8601,8.8814,8.3677,8.27563028,8.13286364,8.23822518,8.2074991,8.30475446,8.27372665,8.30124132,9.81664956,9.75105159,9.72117815,9.67734236,9.66260268,9.6240502,9.55458791,8.13138826,9.36648956,7.41154036,7.57185525,7.54550466,7.50309704,7.22292286,7.21757677,5.93820073,6.12824271,4.67161277,4.33114423,4.28028245,4.2404299,4.21538317,4.19942955,4.19263447,4.20697276,4.17610392,4.18752539,4.16261713,4.12564179,4.10739915,4.09247805,4.0621353,4.07746108,4.07511875,3.97735929,4.02598475,4.01894105,3.95669616,3.96366768,3.947528,4.00632757,4.00632757,4.01417289,4.05981612,4.04964655,4.00231142,4.0047278,4.00653998,4.0144384,4.017457923,4.01398849,4.16356957,4.16323672,4.16232546,4.05836449,4.1658706
2005.12,10.8384,10.8365,10.7448,10.8002,10.7626,10.6567,10.778,10.792,10.7837,10.7677,10.7439,10.6953,10.7568,10.4591,10.428,10.3934,10.5775,10.4082,10.4733,10.4279,10.3877,10.3833,10.3051,10.3271,10.3222,10.3663,10.3266,10.2465,10.1826,10.0544,10.0255762,10.039615,10.0351741,9.6486,9.6498,9.6923,8.6242,8.52424271,8.39266556,8.47655997,8.45581239,8.5621766,8.52037498,8.57314318,10.2166995,10.1216937,10.0902512,10.0419627,10.0184642,9.98471737,9.91448868,8.19846633,9.72753005,7.64670001,7.8025834,7.77147717,7.72313716,7.39566395,7.37185856,6.06100873,6.30971492,4.8339646,4.40149151,4.43728321,4.39814013,4.35838262,4.33539958,4.38529346,4.39485406,4.31669256,4.32415787,4.31451973,4.2819557,4.21585987,4.20485023,4.17492994,4.19585325,4.19609688,3.99509166,4.14624771,4.11864881,3.96095709,3.98148566,3.94151334,4.01189964,4.01189964,4.02647255,4.12066848,4.08609963,4.00388632,4.03681991,4.03380774,4.05381467,4.026784731,4.05346192,4.37868679,4.37875209,4.37689496,4.11914432,4.38888318
2006.01,9.994,9.8463,9.7042,9.7972,9.6914,9.4958,9.6414,9.5919,9.6488,9.5899,9.6386,9.5898,9.6277,9.5834,9.6306,9.5279,9.6711,9.5591,9.4932,9.4477,9.4009,9.5496,9.4365,9.4463,9.3639,9.4204,9.3535,9.304,9.3001,9.1518,9.20334687,9.21135693,9.1213527,8.6356,8.6165,8.6285,8.1497,8.08048087,7.98613104,8.04115717,8.01156363,8.06620467,8.03931054,8.06301391,9.21833386,9.2151666,9.18514813,9.1457492,9.12671583,9.10350001,9.04636792,7.70057021,8.89715648,7.4547899,7.55362302,7.53797071,7.52163773,7.27632348,7.24776788,6.31070923,6.16340883,5.18416182,4.93431614,5.01633788,5.00936757,4.92301122,4.90934655,4.9341424,4.94252945,4.94246709,4.95155984,4.98658836,4.93550834,4.83815972,4.80480088,4.78124694,4.77167155,4.78297004,4.58674402,4.77025024,4.73392762,4.56327906,4.57883203,4.54641879,4.55935454,4.55935454,4.56980725,4.67005877,4.63982879,4.56232992,4.59314726,4.58424791,4.60371262,4.560030731,4.60365307,4.84087975,4.84244456,4.8427979,4.65947798,4.85967913
2006.02,9.2747,8.9966,8.8241,8.9666,8.7946,8.5076,8.671,8.5577,8.6596,8.559,8.6632,8.6122,8.6437,8.8894,9.0131,8.8394,9.0392,8.8829,8.697,8.6515,8.5961,8.8376,8.6808,8.6651,8.5327,8.6086,8.511,8.4776,8.5130,8.3413,8.46239719,8.46726175,8.30555359,7.3954,7.364,7.3556,7.4204,7.37804699,7.30901343,7.35718587,7.31931569,7.33317039,7.31563786,7.30845864,8.10748764,8.10871411,8.08061217,8.0505316,8.02486866,7.99895742,7.95037978,7.20516672,7.82370399,6.88632653,6.95952177,6.95414259,6.94521196,6.78271095,6.78283951,6.18069856,5.76124378,5.28700195,5.22828289,5.27418359,5.29903414,5.23014748,5.23250049,5.31172603,5.31738822,5.43790815,5.45454942,5.52564053,5.45747572,5.34870217,5.30792607,5.24420395,5.16425562,5.19580372,5.01721642,5.20280935,5.17696806,5.00941425,4.99947397,4.99969768,5.0176149,5.0176149,5.01964406,5.15009594,5.1238047,5.03918327,5.06117902,5.0561402,5.07040786,4.987707943,5.06020619,5.25093172,5.25288649,5.25635109,5.12687976,5.28342029
2006.03,9.4473,9.2742,9.1329,9.2474,9.1248,8.9113,9.0746,8.9818,9.0685,8.9755,9.0426,9.0007,9.0314,9.0494,9.1123,9.0042,9.0799,9.0332,8.9268,8.8785,8.8301,8.9913,8.861,8.8589,8.7588,8.8232,8.7417,8.7129,8.7200,8.567,8.6268337,8.64090893,8.50635914,8.1227,8.0985,8.1063,8.8565,8.83555929,8.78326274,8.82386091,8.77111369,8.78584873,8.7652248,8.72185347,9.14273386,9.14052012,9.11950899,9.08283602,9.06377197,9.0564527,9.03390495,8.21712098,8.9307005,8.43987569,8.53120327,8.52089843,8.51535936,8.17270897,8.1376305,7.26304423,6.81077476,6.49142454,6.13546151,5.7205502,5.74542166,5.66812135,5.67276221,5.56233338,5.5798916,5.81997326,5.81620976,5.95345399,5.93382868,5.78236575,5.74790403,5.71257373,5.56436489,5.56784637,5.48941559,5.64636114,5.622808,5.51848676,5.5083799,5.54746581,5.53793781,5.53793781,5.52113357,5.56144373,5.55644129,5.53658901,5.53190838,5.52957207,5.53419463,5.471546913,5.5295303,5.32043358,5.32338108,5.33194186,5.54372162,5.34998074
2006.04,9.761,9.5981,9.4918,9.5894,9.482,9.2855,9.4361,9.3748,9.4379,9.3489,9.3924,9.3499,9.3811,9.3575,9.4125,9.3134,9.6102,9.3306,9.2483,9.1828,9.1341,9.2806,9.163,9.1661,9.0745,9.1403,9.0636,9.0191,9.0103,8.8587,8.88798504,8.90120791,8.79109408,8.2859,8.2665,8.2828,7.7734,7.72498364,7.65247724,7.68240793,7.65172642,7.68431253,7.66799081,7.60137687,8.26518788,8.31746534,8.28272679,8.2535958,8.21389556,8.17635506,8.10879778,6.8517891,7.97092785,6.99748597,7.0695689,7.0606906,7.06388103,6.68199436,6.6521772,6.06256709,5.69253101,5.02024555,4.6884246,4.59690265,4.5773989,4.53182156,4.54028917,4.47482785,4.49153708,4.63039826,4.62195408,4.64981042,4.63368928,4.53382863,4.53639999,4.55846012,4.50523505,4.47973145,4.5827616,4.46418437,4.48616197,4.57673724,4.56584616,4.60348232,4.61357167,4.61357167,4.59956705,4.52408201,4.54130485,4.59074839,4.56816109,4.57152172,4.56145838,4.557693696,4.56335155,4.29795302,4.29804531,4.30359997,4.52443421,4.30614582
2006.05,9.3794,9.3182,9.163,9.2351,9.1748,9.0488,9.1696,9.1659,9.1701,9.1448,9.1382,9.0973,9.1568,8.9274,8.939,8.911,8.8487,8.9533,8.937,8.9028,8.8624,8.8871,8.8014,8.8129,8.7757,8.8168,8.7763,8.7453,8.7190,8.6484,8.65507721,8.66246602,8.59894975,8.0982,8.086,8.1021,7.9385,7.90960423,7.88242988,7.95879823,7.92237125,7.95135575,7.92976218,7.87152573,8.0637558,7.95715987,7.93807392,7.91555111,7.9064207,7.89361301,7.86888574,7.51348938,7.79810716,7.2792796,7.3560799,7.35473819,7.34399687,7.27954726,7.22775936,6.3222102,6.14067708,4.9606259,4.61765636,4.43722863,4.41137648,4.44683368,4.44166339,4.30572388,4.32341589,4.27081754,4.25874787,4.23386553,4.21933676,4.08904021,4.09293621,4.13112305,4.12490709,4.09575611,4.24677661,4.08274544,4.10291671,4.21448076,4.21843508,4.23670893,4.21146003,4.21146003,4.20029836,4.08105366,4.10037477,4.17696302,4.1548247,4.15807787,4.14829342,4.170975468,4.14810346,3.95005513,3.9498145,3.95031763,4.10281083,3.94785732
2006.06,8.3987,8.403,8.2886,8.3311,8.3065,8.2489,8.3354,8.3425,8.3309,8.3186,8.2901,8.2611,8.3159,8.1894,8.1467,8.1931,8.0208,8.21,8.2225,8.2055,8.1743,8.1585,8.0908,8.0896,8.0766,8.1107,8.0891,8.0877,8.0479,8.0469,8.03781314,8.04269899,8.0114007,7.6526,7.6372,7.6419,8.1106,8.09672771,8.10280235,8.16481468,8.13025746,8.1356377,8.1101185,8.01355029,7.79387295,7.67848611,7.67263766,7.65462307,7.66676009,7.68053485,7.70114566,7.76981059,7.69168565,7.31811225,7.37060415,7.36923054,7.33667677,7.31422209,7.27304576,6.35133684,6.19710367,4.96029986,4.76365806,4.74457701,4.70096602,4.69985711,4.6903411,4.55467391,4.56057289,4.48162459,4.48607947,4.470282,4.42040974,4.30888657,4.26034309,4.21122509,4.2492899,4.25107971,4.39841406,4.27025232,4.29689339,4.35627663,4.3659546,4.35617316,4.32859575,4.32859575,4.32462105,4.24476517,4.26464729,4.31059029,4.29495971,4.29939651,4.28557989,4.287663364,4.29529436,4.25410523,4.25469654,4.25283062,4.27133214,4.25152218
2006.07,6.8614,6.8676,6.7478,6.777,6.7665,6.7364,6.801,6.8354,6.8254,6.8219,6.7808,6.7584,6.8026,6.5248,6.4706,6.5612,6.4232,6.5712,6.5935,6.5528,6.5241,6.473,6.4171,6.4182,6.4075,6.4334,6.4172,6.4339,6.3950,6.4271,6.39965123,6.40223154,6.38293939,6.1842,6.1603,6.1639,7.0418,7.05272827,7.08903578,7.0965979,7.05289443,7.0212088,7.00158541,6.93743221,6.51203724,6.41419236,6.40657445,6.38344759,6.39323493,6.41262907,6.44235966,6.83018686,6.48022284,6.56253848,6.56786311,6.57863703,6.55839696,6.46265686,6.42782043,5.90266438,5.4868071,4.50705016,4.59628865,4.77426905,4.78448878,4.66490893,4.6518035,4.58003183,4.59887242,4.58289462,4.58636213,4.56629079,4.5459061,4.49077021,4.47441882,4.49751112,4.52765839,4.52567159,4.65478858,4.5584049,4.57786735,4.63789498,4.64349307,4.65417464,4.60456623,4.60456623,4.59661428,4.50840818,4.5326042,4.58579508,4.57355008,4.57464057,4.56032466,4.585985467,4.58633665,4.45157212,4.45218018,4.45284736,4.53926098,4.44483805
2006.08,6.5474,6.6766,6.5775,6.5717,6.6239,6.6701,6.6946,6.7828,6.7446,6.758,6.6646,6.6479,6.7117,6.5861,6.4475,6.6313,6.5139,6.6197,6.7504,6.6836,6.6655,6.5019,6.4842,6.5301,6.5712,6.5833,6.5898,6.5944,6.4893,6.5373,6.43959301,6.45381229,6.4871864,6.2943,6.2859,6.316,7.2278,7.23537948,7.24848229,7.2624735,7.20866965,7.18561771,7.15846842,7.12103208,7.05485174,6.93412036,6.92454105,6.88049135,6.89685519,6.92530601,6.960771,7.25696835,6.99337676,6.95472955,6.99434555,6.99672014,6.96964294,6.75936725,6.71365138,5.92294825,5.8590708,4.65898136,4.67664177,4.7327941,4.80725093,4.74596377,4.72204444,4.6840329,4.70478289,4.70851577,4.72472625,4.72241897,4.68926247,4.61598277,4.61049102,4.60413981,4.57454817,4.58401059,4.59912224,4.59718814,4.6014661,4.58550259,4.57645898,4.59363833,4.57284428,4.57284428,4.56590268,4.55432062,4.56410091,4.57373696,4.57363428,4.57381403,4.56852496,4.549512871,4.56421081,4.48297731,4.48376922,4.48628341,4.54365396,4.48279683
2006.09,7.8318,7.8658,7.7763,7.7948,7.8009,7.764,7.8155,7.826,7.8258,7.8204,7.7831,7.7596,7.8038,7.5714,7.4779,7.5695,7.8856,7.5614,7.6281,7.5795,7.5557,7.5121,7.4752,7.5147,7.5007,7.5237,7.5101,7.4996,7.4275,7.4096,7.32839194,7.34166621,7.33502594,7.0444,7.0438,7.0667,7.2877,7.26641422,7.22339957,7.26286841,7.22234524,7.23219525,7.20386668,7.05925606,7.74605472,7.60735423,7.59243631,7.55329227,7.56244741,7.57877995,7.58306783,7.47077326,7.54167399,6.90188138,6.97295671,6.96609061,6.93833445,6.74755932,6.71159623,5.67931391,5.75110764,4.72092313,4.51529482,4.57760075,4.5480583,4.55079448,4.53382046,4.4550057,4.4567481,4.37506718,4.38596689,4.3708297,4.33837424,4.23795743,4.23156252,4.20900363,4.20173894,4.21869861,4.22668169,4.12925452,4.13648357,4.20225723,4.16291447,4.16685491,4.19268528,4.19268528,4.19332917,4.19240203,4.19113777,4.21770616,4.21947101,4.22482706,4.22244992,4.207307652,4.20096782,4.38525898,4.38542362,4.38478495,4.20756689,4.38719434
2006.1,8.3287,8.4688,8.3544,8.3458,8.39,8.4305,8.4659,8.5424,8.4826,8.4411,8.3587,8.3301,8.3942,8.0277,7.9276,8.0146,8.0778,8.0146,8.1405,8.1304,8.1068,7.9878,7.9649,7.9703,8.0142,8.0214,8.0296,8.017,7.9244,7.9478,7.85725782,7.86743958,7.90143177,7.8787,7.8819,7.9031,8.2739,8.25587815,8.22256226,8.31523046,8.27370315,8.3060006,8.27083842,8.16603642,8.733018,8.54960731,8.54836729,8.51637213,8.54315434,8.5633821,8.58610679,8.53669853,8.55649519,7.9351494,8.05945648,8.04419807,7.98491155,7.71663485,7.6837008,6.31365104,6.61554636,5.56693561,5.08804758,4.92976314,4.89207324,4.94719835,4.93653115,4.8138738,4.8128788,4.67644629,4.69565858,4.69413596,4.62399995,4.42021465,4.38777748,4.29177143,4.28178387,4.30075435,4.2073417,4.21902725,4.20771,4.17315609,4.15163465,4.13479007,4.20166772,4.20166772,4.20956682,4.27150246,4.25630309,4.2246959,4.23582325,4.24356588,4.24742336,4.213080064,4.22951803,4.55228797,4.55410113,4.55190592,4.27856217,4.56253143
2006.11,8.415,8.5017,8.437,8.4328,8.4662,8.4872,8.5107,8.5708,8.5031,8.4759,8.4042,8.3815,8.4369,8.02,7.9316,8.0064,8.1473,7.9895,8.0881,8.0554,8.0362,7.9705,7.9353,7.9273,7.9591,7.9717,7.9682,7.9605,7.8842,7.9064,7.82198538,7.82891115,7.85149913,8.0869,8.0745,8.0887,8.5805,8.54410421,8.51198638,8.56013867,8.52715352,8.55870634,8.52631329,8.47591537,9.02716463,8.90453236,8.90182696,8.87344125,8.88935708,8.90561516,8.92462555,8.44240004,8.89492533,8.10196617,8.22641138,8.20006394,8.13811888,7.801653,7.77490258,6.47951297,6.83374959,5.92777542,5.32942488,5.24362574,5.24335818,5.26742521,5.2548893,5.18467491,5.18820991,5.05876021,5.08523719,5.12224825,5.01036048,4.72301374,4.65343884,4.51371532,4.47482667,4.49335157,4.34164919,4.41539587,4.40583408,4.29721666,4.29080066,4.26680932,4.35478015,4.35478015,4.36061981,4.46726726,4.44493191,4.36696174,4.38589446,4.39155443,4.40099946,4.356063915,4.39594512,4.76017856,4.76218455,4.76071873,4.46906912,4.78012607
2006.12,8.3854,8.5298,8.4953,8.4706,8.5322,8.5896,8.6162,8.6849,8.6221,8.645,8.545,8.5252,8.5804,7.9497,7.8296,7.9394,8.1486,7.9236,8.0874,8.0535,8.0443,7.8669,7.8674,7.8981,7.9553,7.9569,7.9707,7.947,7.8450,7.8567,7.74988385,7.76127605,7.82895217,8.0587,8.0609,8.0998,7.8312,7.78713391,7.73352415,7.77089471,7.74432147,7.78786431,7.76398039,7.69311927,8.50595187,8.38819265,8.37863111,8.3404221,8.3470849,8.34662863,8.34279612,7.69671346,8.29036682,7.39300642,7.51679635,7.48913214,7.44822419,7.08919741,7.05991262,5.98840835,6.25960357,5.53854993,5.15281275,5.1280715,5.11924426,5.08788187,5.0803926,4.9392732,4.95156788,4.95414839,4.96952736,5.00400957,4.92889807,4.76737415,4.72262016,4.67267213,4.62803917,4.62294909,4.36629514,4.59546458,4.57036691,4.35470654,4.37610502,4.36161519,4.41439849,4.41439849,4.42276977,4.57313708,4.54736039,4.40532025,4.43203619,4.42071839,4.43987361,4.407438638,4.43391871,4.45481141,4.4557259,4.45813018,4.49036382,4.46557462
2007.01,8.6483,8.7856,8.7494,8.7348,8.7864,8.8203,8.8486,8.9145,8.8738,8.879,8.7978,8.7751,8.824,8.4084,8.281,8.3817,8.6375,8.3648,8.522,8.4786,8.4632,8.3471,8.3422,8.383,8.4232,8.4224,8.4309,8.4012,8.2919,8.2801,8.17965095,8.19742748,8.2459735,8.3126,8.3218,8.3573,8.2740,8.2204121,8.12866761,8.19617115,8.16350128,8.22062033,8.19157825,8.13141541,9.09289291,8.89637095,8.88717361,8.84090364,8.86057193,8.86787583,8.86667355,8.22012234,8.78774494,7.73599246,7.87580464,7.85158465,7.7966504,7.56025971,7.54500049,6.28309794,6.56101441,6.05262472,5.58141271,5.40251534,5.4059277,5.35422815,5.34459903,5.26895856,5.28880155,5.34586633,5.35929745,5.43355503,5.35837402,5.15870753,5.11282158,5.02714693,4.9284822,4.93174261,4.68746588,4.96252586,4.92327138,4.69005861,4.7058184,4.70644983,4.66819198,4.66819198,4.67119201,4.81248702,4.78239674,4.66955882,4.69059483,4.67651745,4.69365535,4.625543853,4.67415281,4.63154747,4.63404332,4.6386525,4.7261008,4.65595411
