Fechado / Dating,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
Fecha (mes) / Date (month),Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index
1990.11,2.6786,1.9512,1.8735,2.1232,1.7127,1.1568,1.362,0.9098,1.1679,1.0141,1.3326,1.3046,1.2113,2.3731,2.7917,2.3448,2.7014,2.4178,1.7434,1.7033,1.6354,2.3892,2.1392,2.0517,1.6758,1.8065,1.6031,1.6439,1.9200,1.6382,2.02139575,1.98404259,1.56060926,-0.0128,-0.1068,-0.2153,0.0144,-0.04981592,-0.09806127,-0.18653292,-0.1819132,-0.24609763,-0.18810334,-0.24231291,1.03030565,1.3569574,1.31591282,1.33114294,1.26285138,1.21196542,1.13650837,0.89986093,1.11493024,0.89631065,0.76961138,0.79915831,0.9100122,1.21663907,1.22932863,2.08802469,1.54115579,1.91307446,2.28716109,2.24093687,2.199345,2.23192748,2.27011849,2.48228941,2.48128392,2.57535017,2.58153434,2.52621391,2.57927381,2.95118802,3.02538017,3.17532209,3.29376244,3.27627655,3.27166723,3.22982278,3.20798484,3.27233711,3.26856481,3.22604596,3.25188782,3.25188782,3.25802872,3.21088586,3.21022045,3.2375142,3.23760842,3.23951446,3.240345,3.322616899,3.27195877,3.39044682,3.38873187,3.38888873,3.25064764,3.3815845
1990.12,2.7705,2.138,2.0583,2.2719,1.9172,1.4197,1.6032,1.1912,1.41,1.2641,1.5394,1.512,1.4342,2.3478,2.7204,2.318,2.639,2.386,1.7955,1.7791,1.7192,2.364,2.1532,2.079,1.7437,1.8588,1.6837,1.7147,1.9580,1.7138,2.03757808,2.00381043,1.62409794,0.3622,0.2865,0.1972,0.3073,0.24029653,0.20028939,0.12871104,0.14154384,0.09013761,0.13869691,0.07394884,1.90894676,2.10622784,2.06822945,2.0617466,2.02197197,1.95459792,1.87826291,1.54719196,1.82450189,1.84804593,1.78871723,1.7968675,1.86368802,2.09624416,2.09850611,2.51785036,2.68180581,2.79063657,3.23184656,3.56059701,3.64508988,3.64894733,3.65190696,3.76531052,3.75903078,3.80693753,3.85038548,3.83731383,3.79393005,3.91127108,3.90718258,3.93190168,3.9456777,3.93998262,3.81588366,3.90052274,3.8844294,3.79284068,3.77767809,3.75315552,3.76869844,3.76869844,3.7797645,3.89546928,3.87836865,3.78112831,3.79229307,3.78644331,3.78966881,3.808879804,3.77738283,3.88291982,3.88051123,3.88210283,3.80569732,3.89137774
1991.01,2.254,1.4899,1.3614,1.6111,1.1912,0.6157,0.8216,0.3562,0.6,0.4615,0.7851,0.754,0.6598,1.9517,2.4039,1.9175,2.2686,1.9978,1.2896,1.2682,1.2006,1.989,1.7365,1.633,1.2528,1.3848,1.1816,1.2285,1.5199,1.2449,1.63304421,1.5901947,1.1244281,-0.5347,-0.6244,-0.7425,-0.5032,-0.56060402,-0.58856634,-0.67150972,-0.6533652,-0.72778242,-0.66429935,-0.73528669,0.96942883,1.25963853,1.22397192,1.23468308,1.19409993,1.13188834,1.05777148,1.06344255,1.02191549,1.29341195,1.18877899,1.20113659,1.25791232,1.58517261,1.61554193,2.34824408,2.32033594,2.90137966,3.64652089,4.35797658,4.44936918,4.26115597,4.23085239,4.30092492,4.31406478,4.38409689,4.42035227,4.43591712,4.37131206,4.35185464,4.28993924,4.25917164,4.242859,4.23928791,4.18191819,4.20596778,4.20658873,4.14294576,4.12698485,4.13633964,4.17746642,4.17746642,4.18632492,4.29839839,4.28405678,4.20199877,4.20610889,4.19601631,4.19291432,4.159645498,4.15734792,4.3026708,4.30183437,4.30315015,4.19499015,4.32536597
1991.02,2.0851,1.3308,1.2085,1.4562,1.0386,0.4764,0.6823,0.2206,0.4591,0.298,0.6143,0.5854,0.4906,1.6716,2.1378,1.6469,1.9681,1.7344,1.0229,1.0111,0.9435,1.7104,1.4592,1.3532,0.98,1.1107,0.906,0.953,1.2526,0.9784,1.37935736,1.33543788,0.88344534,-0.4987,-0.5923,-0.7117,-0.3896,-0.44402151,-0.45909733,-0.55071405,-0.5324777,-0.61253712,-0.55348273,-0.61914803,0.93223302,1.22076811,1.18238143,1.19524762,1.14704566,1.0758383,0.99796931,1.02225861,0.97481772,1.2542743,1.13941092,1.15335235,1.23814278,1.50863857,1.52756805,2.39340698,2.32345209,3.15382699,3.79233478,4.32023079,4.35647922,4.22176337,4.1905901,4.29333918,4.31402536,4.39600205,4.40583476,4.42294264,4.39508442,4.36249912,4.32409038,4.29560179,4.29535803,4.28573111,4.28995708,4.31128308,4.30343547,4.27416648,4.27504644,4.29126081,4.30206373,4.30206373,4.30461338,4.33810294,4.33021145,4.30548051,4.30586697,4.2949123,4.29659705,4.291816874,4.29452862,4.39773382,4.39686773,4.39746759,4.30747228,4.41095373
1991.03,1.6835,1.079,0.9669,1.1438,0.8266,0.3823,0.5309,0.1683,0.3365,0.1825,0.4204,0.4,0.3234,1.2202,1.5937,1.2119,1.4476,1.2776,0.6895,0.6766,0.6234,1.2137,1.029,0.9593,0.6463,0.7572,0.5953,0.6229,0.8666,0.6595,0.9672991,0.9263829,0.56108361,-0.7954,-0.8688,-0.9592,-0.9523,-1.0372694,-1.04468344,-1.15485838,-1.1120811,-1.16702934,-1.11613975,-1.15432595,0.3544013,0.60986853,0.56887665,0.552997,0.52447245,0.44065804,0.35420927,0.13210318,0.31701219,0.56718968,0.48040039,0.48428724,0.53141974,0.69975733,0.72910398,1.44623993,1.71667046,1.6514455,2.1517417,3.00042855,2.94437448,3.01725325,3.0046825,3.22772873,3.21078745,3.06088555,3.03735777,2.95104208,3.01648476,3.08928683,3.1125959,3.13770639,3.227614,3.23882164,3.28934144,3.24838513,3.26943236,3.29320161,3.30828173,3.2920653,3.26838958,3.26838958,3.2789067,3.26226019,3.26526943,3.24760885,3.26020591,3.2588327,3.26924967,3.309631025,3.28084822,3.33472784,3.33092271,3.32486725,3.29003349,3.31530264
1991.04,2.1271,1.7019,1.6028,1.7207,1.4974,1.1884,1.2914,1.0357,1.1393,1.0193,1.1756,1.163,1.1072,1.8612,2.1111,1.8753,2.052,1.9164,1.4926,1.4763,1.4317,1.8316,1.6984,1.6456,1.4184,1.4889,1.3718,1.4037,1.5756,1.451,1.66388073,1.63392321,1.36740131,0.4005,0.3432,0.2687,0.4617,0.39344115,0.40593403,0.31031512,0.34505957,0.28128076,0.31580665,0.29492522,0.75169203,0.93784629,0.90182026,0.88466222,0.87129396,0.80869734,0.74559739,0.94486135,0.74667481,1.24874571,1.14734916,1.16024671,1.20619489,1.58716886,1.58951368,2.14625444,2.32728941,2.58125281,2.96147741,3.09654049,3.04014953,3.32538679,3.38706652,3.3888751,3.33919952,3.14920169,3.12136227,3.02761791,3.08482275,3.18818841,3.22071588,3.29001545,3.36556137,3.38722903,3.41687214,3.42591984,3.43268555,3.43635029,3.45318846,3.44316175,3.35474032,3.35474032,3.36327388,3.34796536,3.35564555,3.33510859,3.34432603,3.34654555,3.36059701,3.396590315,3.37296983,3.34564346,3.34269417,3.33720644,3.38636336,3.32069054
1991.05,2.6446,2.4008,2.2771,2.3351,2.2048,2.0352,2.0939,1.9427,1.9583,1.8554,1.9217,1.9147,1.887,2.2111,2.3613,2.2467,2.3207,2.2742,1.9943,1.9968,1.9613,2.1719,2.0896,2.0428,1.9048,1.9536,1.8789,1.9073,2.0229,1.9934,2.12525887,2.09729515,1.91996738,1.4383,1.3951,1.3386,1.6153,1.56742845,1.62302792,1.56359042,1.59758305,1.54817443,1.56208229,1.57359099,1.81398754,1.89350046,1.8639571,1.85125685,1.85467432,1.79596621,1.74656592,2.08284494,1.75745779,2.27804135,2.21613029,2.2246553,2.22910204,2.46731884,2.45848765,2.7434653,3.20134643,3.57184571,4.01323309,3.77955713,3.77077903,4.05298832,4.13401657,3.95628094,3.92332213,3.71901353,3.70125875,3.63324559,3.65663475,3.74566205,3.78642324,3.8497874,3.92030208,3.93945548,3.92700633,3.95324835,3.95344258,3.9394254,3.95503423,3.96107108,3.90359332,3.90359332,3.90930594,3.90735904,3.91664113,3.89222565,3.89807171,3.89659157,3.90245282,3.928930215,3.92768539,3.75265304,3.75128004,3.75118674,3.92917181,3.74379257
1991.06,3.0147,2.5548,2.4271,2.5685,2.3264,2.009,2.1253,1.8207,1.9246,1.8248,2.0038,1.998,1.9299,2.6029,2.8465,2.6404,2.7765,2.6701,2.209,2.1833,2.1348,2.5648,2.4054,2.3206,2.074,2.1563,2.0268,2.092,2.2832,2.191,2.4275762,2.39291416,2.10317604,1.2136,1.1405,1.0474,1.4930,1.43489269,1.49108632,1.38754601,1.42562515,1.35197923,1.38897836,1.49661476,1.73464402,1.96047057,1.92752249,1.94011927,1.94023987,1.86795321,1.81366914,1.97037997,1.83734027,2.01140243,1.89479491,1.90869652,1.96859503,2.14662804,2.13393185,3.00677625,3.23363374,3.84830509,4.31825975,4.18620263,4.1879447,4.20566244,4.22968749,4.18515508,4.17968313,4.10742328,4.09566387,4.07187951,4.1095166,4.14273231,4.16797672,4.2439585,4.24965668,4.25133512,4.32941778,4.17916088,4.20245335,4.34259908,4.315927,4.3465456,4.30627961,4.30627961,4.29930036,4.23717014,4.25774283,4.30792444,4.29353002,4.29489602,4.28562951,4.318809283,4.30409674,4.23811711,4.23949159,4.2410019,4.26831296,4.2309836
1991.07,2.5652,2.0802,1.9431,2.0969,1.8394,1.5127,1.6291,1.3116,1.4464,1.3444,1.5372,1.5335,1.4551,2.1832,2.4446,2.2256,2.355,2.2612,1.7958,1.761,1.7123,2.1519,1.9887,1.9112,1.6568,1.7384,1.6023,1.6703,1.8652,1.7501,1.9999242,1.96833455,1.67771911,0.8338,0.758,0.6708,1.1770,1.12181469,1.1574465,1.01957251,1.05002241,0.96851594,1.00643222,1.10793409,1.48859933,1.7350954,1.70114491,1.71319848,1.69285031,1.62468567,1.57560626,1.87028879,1.62832565,1.75514429,1.62359243,1.64434784,1.69554621,1.98675656,2.00020703,3.00843531,3.15205558,3.79694025,4.11790764,4.19324308,4.25394591,4.16360837,4.16523044,4.18955636,4.20663654,4.17714271,4.16244891,4.14899182,4.2047403,4.26206874,4.29228096,4.35985316,4.38217154,4.37975768,4.45688919,4.33626056,4.35331304,4.47483155,4.45680719,4.50102619,4.46273453,4.46273453,4.45288725,4.39150766,4.40887852,4.46545258,4.4516428,4.4514169,4.4383931,4.458754,4.4426372,4.36278796,4.36426792,4.36566767,4.40281221,4.35358549
1991.08,2.7868,2.4773,2.3812,2.4789,2.314,2.1078,2.1775,1.9639,2.0483,1.9894,2.1005,2.0995,2.0489,2.4957,2.6487,2.5361,2.6365,2.5503,2.2524,2.2094,2.1715,2.4392,2.33,2.2964,2.115,2.1724,2.0775,2.128,2.2424,2.1637,2.31245575,2.29274854,2.0968548,1.1223,1.075,1.0281,1.4970,1.45950896,1.47806038,1.38955195,1.39884313,1.34307805,1.35759307,1.44492945,1.57498511,1.6971181,1.67006209,1.67158695,1.66259339,1.61969977,1.59539428,2.30946201,1.65762288,1.82010933,1.7227105,1.74474828,1.76166358,2.12129099,2.13622155,2.81688895,2.97316546,3.68994368,3.92570106,3.9047382,3.93219314,3.91985796,3.93550576,4.07954586,4.09005551,4.08185789,4.06925916,4.05145152,4.09527396,4.15583478,4.18539905,4.23773663,4.24703065,4.24215302,4.28962266,4.23103174,4.23760364,4.3092122,4.3026323,4.35001734,4.41097425,4.41097425,4.39858764,4.36047702,4.36443818,4.40929636,4.40508906,4.40722567,4.40052539,4.381682101,4.38244391,4.36421755,4.36587442,4.36857359,4.35507854,4.36077642
1991.09,3.298,3.2162,3.148,3.1725,3.1085,3.055,3.0818,2.981,2.9967,2.9319,2.9457,2.9479,2.9255,2.9314,2.957,2.9634,3.0297,2.9628,2.8557,2.8333,2.8065,2.8701,2.8276,2.8175,2.7188,2.7391,2.6978,2.7199,2.7584,2.7586,2.80336108,2.79407949,2.69624073,2.6834,2.6673,2.6469,2.9564,2.93292764,2.93476704,2.90616973,2.90939533,2.88913053,2.88792711,2.8907237,2.62820375,2.68711698,2.66172814,2.6612611,2.64537698,2.62606484,2.59824374,2.7210334,2.62787317,2.70269657,2.64431369,2.66051797,2.6652734,2.75624616,2.76884244,2.98706136,3.45838448,4.13177902,4.30470673,4.07405588,4.04373632,4.11914523,4.15224134,4.19321021,4.18745839,4.22859472,4.26445992,4.26823837,4.2260899,4.26183564,4.25759198,4.27057319,4.23547575,4.23097328,4.17471216,4.28847506,4.27324209,4.20188685,4.21071601,4.22348116,4.304104,4.304104,4.29344419,4.30650411,4.31348047,4.28699694,4.29047992,4.2902242,4.29097197,4.286528761,4.28743441,4.16953993,4.17146747,4.17331373,4.26633606,4.17954366
1991.1,2.9867,2.8571,2.8057,2.8479,2.7567,2.6666,2.6997,2.581,2.6049,2.5217,2.5624,2.5628,2.5354,2.735,2.7766,2.7614,2.8396,2.7644,2.6057,2.5891,2.5567,2.6837,2.6273,2.5986,2.4798,2.4972,2.4463,2.4874,2.5484,2.5501,2.62407268,2.61247979,2.45798808,1.9184,1.8893,1.8433,2.4555,2.46232509,2.49761193,2.51521128,2.50927527,2.46137971,2.46355613,2.47335977,2.16594481,2.18255912,2.16669325,2.17736641,2.17529178,2.16221159,2.14884852,2.78527111,2.20997219,2.73044919,2.67505143,2.69503248,2.66992456,2.8893076,2.91709987,3.15188788,3.39581236,4.87232523,5.03664024,4.67349124,4.62587223,4.65569907,4.70249786,4.7449277,4.75150954,4.94433019,4.97921592,5.02210573,4.94752291,4.94570303,4.93974563,4.96278807,4.9141796,4.90032272,4.80433253,4.96930338,4.9272252,4.80736623,4.82198911,4.8171159,4.87922094,4.87922094,4.87056583,4.8725867,4.86406645,4.84936364,4.85739807,4.86415188,4.86852528,4.865997127,4.90199065,4.82049858,4.82391994,4.82847713,4.89608954,4.84204588
1991.11,2.0154,1.7846,1.729,1.7998,1.6597,1.5116,1.5587,1.3918,1.4401,1.3732,1.445,1.4409,1.4026,1.7708,1.8975,1.7882,1.8557,1.8073,1.5558,1.5482,1.5145,1.7312,1.6433,1.5938,1.4449,1.4792,1.4065,1.4512,1.5540,1.5186,1.64616243,1.62327614,1.44235202,0.724,0.6806,0.6216,1.1648,1.16739782,1.2144472,1.18640028,1.18869888,1.13662952,1.14586936,1.15428078,1.39495069,1.43163596,1.41397953,1.42829561,1.41670576,1.39656793,1.38241399,1.93603145,1.45302886,2.03206375,1.94158956,1.9653881,1.96745265,2.20812654,2.21432669,2.69621472,2.75440341,4.48880066,4.74571975,4.57074481,4.52536928,4.48696621,4.50187104,4.62012171,4.63790616,4.91824595,4.94872134,4.99597443,4.91650409,4.89085212,4.88127949,4.88873713,4.8390533,4.81566475,4.75891631,4.83367038,4.79982444,4.74546578,4.74478376,4.73048157,4.66502802,4.66502802,4.65949236,4.64643541,4.62973728,4.64508347,4.64023081,4.64564979,4.64629456,4.642130964,4.6655464,4.62807822,4.62957691,4.63732463,4.66005011,4.64965755
1991.12,2.3087,1.8863,1.7928,1.9467,1.7277,1.4524,1.5544,1.2132,1.3694,1.2712,1.4384,1.4394,1.3656,2.008,2.2223,2.0389,2.2264,2.0729,1.6578,1.615,1.5738,1.9875,1.8338,1.7756,1.5226,1.5860,1.4672,1.5587,1.7123,1.609,1.82684392,1.80449533,1.51693733,0.6685,0.6092,0.5398,1.2359,1.23601328,1.24910158,1.17394213,1.16253626,1.08931545,1.12102104,1.10968381,1.35117522,1.54170776,1.51846003,1.53351837,1.50674758,1.4901472,1.47490574,1.89364675,1.54179131,2.38885659,2.27098053,2.29607797,2.33098892,2.56966031,2.60293923,3.48669326,3.3023305,4.74123731,4.82466196,4.86282206,4.82860526,4.74505631,4.73073121,4.7082715,4.71339339,4.8329004,4.83771304,4.87605032,4.85109535,4.76977729,4.73347173,4.71097774,4.68671212,4.69170044,4.682531,4.6545852,4.65923547,4.64996976,4.63808293,4.63054611,4.60921362,4.60921362,4.61046187,4.64508118,4.62680166,4.61446116,4.61530692,4.6184722,4.61667828,4.572885661,4.59212624,4.79770805,4.79692219,4.7994886,4.61998989,4.81684375
1992.01,1.9019,1.6156,1.4519,1.5604,1.4134,1.2251,1.2847,1.0292,1.1533,1.0589,1.1693,1.1697,1.1168,1.5019,1.6326,1.5375,1.6939,1.5682,1.2735,1.2429,1.2083,1.4718,1.3681,1.3464,1.1434,1.1874,1.1025,1.1759,1.2820,1.2205,1.37523784,1.36026428,1.17772372,0.39,0.353,0.3062,0.9095,0.91604161,0.90568793,0.8810108,0.86144225,0.80553693,0.82272746,0.8038006,0.80479511,0.85925845,0.84073962,0.84522008,0.83241484,0.8142933,0.80716773,1.62868993,0.87732961,1.80112568,1.71652746,1.74681427,1.75290451,2.06422147,2.12358987,2.8392457,2.52664658,3.61852252,3.6723404,3.84716168,3.85272873,3.77909443,3.74455236,3.70992335,3.72590461,3.76742755,3.76305459,3.72743779,3.74421923,3.75148775,3.738845,3.72851356,3.77284369,3.7770191,3.81474321,3.73468237,3.75414675,3.79415883,3.78849309,3.77058298,3.81680544,3.81680544,3.82663893,3.85936611,3.84982496,3.83582859,3.83451915,3.82557034,3.82426323,3.838586813,3.82549735,4.01536788,4.01214807,4.01094638,3.85288903,4.02388134
1992.02,1.7875,1.645,1.4931,1.5451,1.4747,1.3818,1.4004,1.2376,1.3038,1.2444,1.2912,1.2923,1.2605,1.5468,1.573,1.5789,1.6893,1.583,1.4195,1.3961,1.3685,1.5025,1.4451,1.4413,1.3041,1.3197,1.2711,1.3348,1.3830,1.37,1.44194053,1.43351844,1.31446278,0.7562,0.7351,0.696,1.3274,1.34057809,1.34223888,1.36079381,1.3354315,1.28204553,1.28276928,1.27643588,1.37517961,1.33262266,1.31830998,1.30643719,1.32150539,1.31241885,1.32059114,2.23102455,1.38474626,2.33295605,2.26298399,2.29161616,2.28080148,2.55271914,2.58012553,2.85166298,2.61510966,3.32178891,3.13679261,3.38057502,3.4119193,3.42488663,3.40020623,3.36180279,3.36987509,3.35012343,3.34112842,3.2639245,3.29053784,3.30274367,3.29374651,3.2915993,3.34887914,3.35035979,3.36451041,3.36976721,3.37823396,3.37143721,3.38438237,3.34897658,3.40382525,3.40382525,3.41377364,3.43301599,3.43236607,3.40718495,3.40987872,3.40047597,3.40902807,3.462661265,3.43109095,3.48409033,3.48043716,3.47715003,3.45274502,3.47976832
1992.03,0.5965,0.2171,0.1201,0.2419,0.0556,-0.1894,-0.1251,-0.4327,-0.2937,-0.338,-0.199,-0.1974,-0.2672,0.2696,0.4508,0.2955,0.4272,0.3319,-0.0673,-0.086,-0.1185,0.2282,0.1099,0.0622,-0.1693,-0.1298,-0.2258,-0.1295,0.0147,-0.0507,0.14795054,0.12500378,-0.11272218,-0.5902,-0.6421,-0.7214,0.0476,0.06503073,0.09489117,0.06716502,0.05336734,-0.03529273,-0.0019961,-0.03749775,0.25856516,0.35995124,0.34629009,0.34091357,0.33746465,0.32570457,0.32775431,0.98211013,0.39623348,1.85934826,1.7479806,1.77544699,1.81051442,1.92963587,1.93403774,2.56894524,2.37684816,3.64423675,3.70436487,4.22473228,4.13979979,4.1096731,4.10247639,4.21593341,4.22371632,4.17284854,4.14540552,4.1196766,4.16326747,4.14961811,4.16509204,4.20060147,4.23296146,4.22732242,4.1760518,4.23931195,4.22470755,4.16724645,4.17797724,4.17157727,4.153613,4.153613,4.16134639,4.15669592,4.14625908,4.14817772,4.15681641,4.1562254,4.16502724,4.158121453,4.16935623,3.99456149,3.99378036,3.9945796,4.1871791,3.97872147
1992.04,0.7042,0.3962,0.3579,0.4488,0.2982,0.1052,0.1421,-0.1179,-0.0217,-0.0486,0.0525,0.0541,-0.0041,0.4776,0.6242,0.4993,0.5642,0.5213,0.1783,0.1689,0.142,0.4314,0.3366,0.2943,0.1044,0.1385,0.0584,0.1333,0.2556,0.2116,0.37025361,0.34622075,0.13989692,-0.3397,-0.3919,-0.4625,0.1288,0.13405536,0.17438124,0.11414882,0.11424899,0.03930911,0.06939211,0.04585161,-0.11214315,-0.002969,-0.01594556,-0.01311513,-0.02291384,-0.04686791,-0.05071884,0.77861517,0.02288758,1.40335126,1.28937959,1.31546157,1.36112284,1.64207722,1.64570701,2.39498256,2.20198838,3.57759676,3.91456756,4.30716915,4.22191823,4.20569564,4.20521277,4.32167295,4.33499028,4.18678007,4.15650325,4.13061416,4.18690237,4.214769,4.26210983,4.33733725,4.35659583,4.35093752,4.35448941,4.34960718,4.35009941,4.34937271,4.35283668,4.37304081,4.26766046,4.26766046,4.26673253,4.21973524,4.22475576,4.2492709,4.25628146,4.25862652,4.26234613,4.239225635,4.23745294,3.99738214,3.99577183,3.99888624,4.22159375,3.97995528
1992.05,-0.2207,-0.7142,-0.7153,-0.5801,-0.8276,-1.1416,-1.0778,-1.4299,-1.2794,-1.3224,-1.1368,-1.1386,-1.2309,-0.3759,-0.0972,-0.3702,-0.31,-0.3315,-0.8381,-0.8489,-0.8827,-0.3833,-0.5285,-0.6056,-0.8691,-0.8118,-0.9355,-0.8518,-0.6492,-0.7685,-0.51020558,-0.55044176,-0.84581756,-1.9423,-2.0129,-2.1154,-1.5354,-1.54430836,-1.50919593,-1.60364048,-1.5910161,-1.69236837,-1.64264396,-1.6592939,-1.72912084,-1.5449766,-1.56043544,-1.54144507,-1.56027327,-1.59232394,-1.60360523,-0.3412557,-1.51950218,-0.15779083,-0.33373255,-0.29825067,-0.24334859,0.25922785,0.2961246,1.53920467,0.98667009,2.27870337,2.94883239,3.30766278,3.28492611,3.26098711,3.26417197,3.21958155,3.21592603,3.02019262,2.99168377,2.91034095,2.99191173,3.09656968,3.13454616,3.24547777,3.29611579,3.2997754,3.48803782,3.30177665,3.33299253,3.50592479,3.48881324,3.50847608,3.39800689,3.39800689,3.39147122,3.28348571,3.32148085,3.38875438,3.37504907,3.37354627,3.36925387,3.43007857,3.36450891,3.16779119,3.16402277,3.16408443,3.3095179,3.14466363
1992.06,-4.4025,-5.1059,-5.147,-4.9948,-5.3567,-5.8071,-5.7578,-6.1227,-5.9168,-5.9692,-5.7057,-5.714,-5.8447,-4.5846,-4.1146,-4.6074,-4.6601,-4.5267,-5.2141,-5.1953,-5.2259,-4.5183,-4.6744,-4.7736,-5.1241,-5.0641,-5.2214,-5.1545,-4.8345,-5.0186,-4.66388493,-4.72549873,-5.1458563,-6.1055,-6.1883,-6.3284,-6.0505,-6.08004937,-6.06903718,-6.20208182,-6.1555721,-6.28371828,-6.20889649,-6.22811589,-6.13387259,-5.7752908,-5.79516993,-5.77927119,-5.81003197,-5.88390826,-5.92206833,-4.949214,-5.84778415,-3.98628415,-4.23394674,-4.18531259,-4.09898964,-3.4398027,-3.37833741,-1.54274449,-1.52714006,0.01451826,0.9262895,2.14532925,2.11884997,2.18356853,2.19106069,2.44166625,2.42516977,2.37295333,2.39185081,2.29051112,2.32609799,2.55238593,2.59670739,2.66911654,2.75608441,2.75242209,2.9288216,2.71928072,2.74751833,2.95694158,2.94028723,2.95076523,2.88158537,2.88158537,2.87949715,2.78683234,2.82533495,2.8705587,2.84984827,2.84692191,2.83503966,2.938184829,2.84672778,2.96509449,2.9621398,2.95554671,2.78661588,2.94507816
